country_iso_code,city_name,station_european_code,type_of_station,station_type_of_area,component_caption,component_name,statistics_year,statistic_value,measurement_unit,above_LV?,measurement_european_group_code,statistics_average_group,statistic_shortname,statistics_percentage_valid,city_code,UA_city_pop,percentage_traffic_population,percentage_background_population,count_type_by_city,assigned_population
DE,Berlin,DEBE066,Background,urban,NO2,Nitrogen dioxide (air),2012,19.346,µg/m3,0,600,hour,Mean,99.727,DE001C1,3363975,6.2,93.8,6,525901.425
DE,Berlin,DEBE067,Traffic,urban,NO2,Nitrogen dioxide (air),2012,60.458,µg/m3,1,500,hour,Mean,99.636,DE001C1,3363975,6.2,93.8,6,34761.075
DE,Berlin,DEBE068,Background,urban,NO2,Nitrogen dioxide (air),2012,27.962,µg/m3,0,500,hour,Mean,99.499,DE001C1,3363975,6.2,93.8,6,525901.425
DE,Berlin,DEBE069,Traffic,urban,NO2,Nitrogen dioxide (air),2012,50.07,µg/m3,1,100,hour,Mean,99.624,DE001C1,3363975,6.2,93.8,6,34761.075
DE,Mannheim,DEBW006,Background,urban,NO2,Nitrogen dioxide (air),2012,30.777,µg/m3,0,100,hour,Mean,94.558,DE502C1,304302,6.2,93.8,1,285435.276
DE,Heidelberg,DEBW009,Traffic,urban,NO2,Nitrogen dioxide (air),2012,27.381,µg/m3,0,100,hour,Mean,95.469,DE522C1,140883,6.2,93.8,1,8734.746
DE,Stuttgart,DEBW013,Background,urban,NO2,Nitrogen dioxide (air),2012,33.077,µg/m3,0,100,hour,Mean,95.731,DE007C1,589284,6.2,93.8,1,552748.392
DE,Heilbronn,DEBW015,Traffic,suburban,NO2,Nitrogen dioxide (air),2012,29.261,µg/m3,0,100,hour,Mean,95.298,DE529C1,122130,6.2,93.8,1,7572.06
DE,Ulm,DEBW019,Background,urban,NO2,Nitrogen dioxide (air),2012,26.867,µg/m3,0,100,hour,Mean,94.968,DE532C1,116439,6.2,93.8,1,109219.782
DE,Ludwigsburg,DEBW024,Background,suburban,NO2,Nitrogen dioxide (air),2012,25.309,µg/m3,0,100,hour,Mean,94.49,DE049C1,86086,6.2,93.8,1,80748.668
DE,Reutlingen,DEBW027,Background,urban,NO2,Nitrogen dioxide (air),2012,25.059,µg/m3,0,100,hour,Mean,92.839,DE537C1,103711,6.2,93.8,1,97280.918
DE,Pforzheim,DEBW033,Traffic,urban,NO2,Nitrogen dioxide (air),2012,25.818,µg/m3,0,100,hour,Mean,94.934,DE533C1,119418,6.2,93.8,1,7403.916
DE,Friedrichshafen,DEBW038,Traffic,urban,NO2,Nitrogen dioxide (air),2012,24.343,µg/m3,0,100,hour,Mean,95.105,DE072C1,58063,6.2,93.8,1,3599.906
DE,Villingen-Schwenningen,DEBW039,Background,suburban,NO2,Nitrogen dioxide (air),2012,14.573,µg/m3,0,110,hour,Mean,94.911,DE051C1,82082,6.2,93.8,1,76992.916
DE,Konstanz,DEBW052,Background,urban,NO2,Nitrogen dioxide (air),2012,22.311,µg/m3,0,100,hour,Mean,95.196,DE054C1,82508,6.2,93.8,1,77392.504
DE,Karlsruhe,DEBW080,Traffic,urban,NO2,Nitrogen dioxide (air),2012,52.062,µg/m3,1,600,hour,Mean,95.219,DE035C1,283232,6.2,93.8,1,17560.384
DE,Karlsruhe,DEBW081,Background,urban,NO2,Nitrogen dioxide (air),2012,22.874,µg/m3,0,100,hour,Mean,95.105,DE035C1,283232,6.2,93.8,1,265671.616
DE,Freiburg im Breisgau,DEBW084,Background,urban,NO2,Nitrogen dioxide (air),2012,19.453,µg/m3,0,100,hour,Mean,94.911,DE027C1,217890,6.2,93.8,1,204380.82
DE,Mannheim,DEBW098,Traffic,urban,NO2,Nitrogen dioxide (air),2012,51.446,µg/m3,1,600,hour,Mean,95.275,DE502C1,304302,6.2,93.8,1,18866.724
DE,Stuttgart,DEBW099,Traffic,urban,NO2,Nitrogen dioxide (air),2012,65.215,µg/m3,1,600,hour,Mean,93.909,DE007C1,589284,6.2,93.8,3,12178.536
DE,Tübingen,DEBW107,Background,suburban,NO2,Nitrogen dioxide (air),2012,20.942,µg/m3,0,150,hour,Mean,95.059,DE050C1,83230,6.2,93.8,1,78069.74
DE,Stuttgart,DEBW116,Traffic,urban,NO2,Nitrogen dioxide (air),2012,91.272,µg/m3,1,500,hour,Mean,95.879,DE007C1,589284,6.2,93.8,3,12178.536
DE,Ludwigsburg,DEBW117,Traffic,urban,NO2,Nitrogen dioxide (air),2012,61.014,µg/m3,1,500,hour,Mean,95.275,DE049C1,86086,6.2,93.8,1,5337.332
DE,Stuttgart,DEBW118,Traffic,urban,NO2,Nitrogen dioxide (air),2012,89.726,µg/m3,1,500,hour,Mean,96.118,DE007C1,589284,6.2,93.8,3,12178.536
DE,Freiburg im Breisgau,DEBW122,Traffic,urban,NO2,Nitrogen dioxide (air),2012,65.359,µg/m3,1,500,hour,Mean,94.9,DE027C1,217890,6.2,93.8,1,13509.18
DE,Tübingen,DEBW136,Traffic,urban,NO2,Nitrogen dioxide (air),2012,61.607,µg/m3,1,100,hour,Mean,96.061,DE050C1,83230,6.2,93.8,1,5160.26
DE,Reutlingen,DEBW147,Traffic,urban,NO2,Nitrogen dioxide (air),2012,78.696,µg/m3,1,100,hour,Mean,96.061,DE537C1,103711,6.2,93.8,1,6430.082
DE,Aschaffenburg,DEBY005,Background,suburban,NO2,Nitrogen dioxide (air),2012,32.085,µg/m3,0,100,hour,Mean,99.875,DE061C1,70492,6.2,93.8,1,66121.496
DE,Augsburg,DEBY006,Traffic,urban,NO2,Nitrogen dioxide (air),2012,33.42,µg/m3,0,100,hour,Mean,96.858,DE033C1,259592,6.2,93.8,2,8047.352
DE,Augsburg,DEBY007,Background,urban,NO2,Nitrogen dioxide (air),2012,25.301,µg/m3,0,100,hour,Mean,96.983,DE033C1,259592,6.2,93.8,1,243497.296
DE,Bamberg,DEBY009,Background,urban,NO2,Nitrogen dioxide (air),2012,24.17,µg/m3,0,100,hour,Mean,99.499,DE062C1,71335,6.2,93.8,1,66912.23
DE,Ingolstadt,DEBY021,Traffic,urban,NO2,Nitrogen dioxide (air),2012,33.659,µg/m3,0,100,hour,Mean,99.886,DE534C1,121589,6.2,93.8,1,7538.518
DE,Kempten (Allgäu),DEBY031,Background,suburban,NO2,Nitrogen dioxide (air),2012,19.371,µg/m3,0,100,hour,Mean,98.156,DE066C1,60562,6.2,93.8,1,56807.156
DE,Landshut,DEBY033,Traffic,urban,NO2,Nitrogen dioxide (air),2012,31.689,µg/m3,0,100,hour,Mean,99.556,DE067C1,60789,6.2,93.8,1,3768.918
DE,München,DEBY037,Traffic,urban,NO2,Nitrogen dioxide (air),2012,60.497,µg/m3,1,100,hour,Mean,99.886,DE003C1,1258228,6.2,93.8,3,26003.3786667
DE,München,DEBY039,Background,urban,NO2,Nitrogen dioxide (air),2012,30.936,µg/m3,0,600,hour,Mean,96.812,DE003C1,1258228,6.2,93.8,2,590108.932
DE,München,DEBY043,Traffic,urban,NO2,Nitrogen dioxide (air),2012,35.371,µg/m3,0,600,hour,Mean,98.213,DE003C1,1258228,6.2,93.8,3,26003.3786667
DE,Neu-Ulm,DEBY052,Background,urban,NO2,Nitrogen dioxide (air),2012,33.567,µg/m3,0,100,hour,Mean,99.704,DE076C1,56103,6.2,93.8,1,52624.614
DE,Nürnberg,DEBY053,Traffic,urban,NO2,Nitrogen dioxide (air),2012,34.601,µg/m3,0,600,hour,Mean,99.818,DE014C1,499089,6.2,93.8,2,15471.759
DE,Fürth,DEBY056,Traffic,urban,NO2,Nitrogen dioxide (air),2012,30.88,µg/m3,0,100,hour,Mean,98.566,DE538C1,108801,6.2,93.8,1,6745.662
DE,Nürnberg,DEBY058,Background,urban,NO2,Nitrogen dioxide (air),2012,28.779,µg/m3,0,100,hour,Mean,93.739,DE014C1,499089,6.2,93.8,1,468145.482
DE,Regensburg,DEBY063,Traffic,urban,NO2,Nitrogen dioxide (air),2012,44.097,µg/m3,1,600,hour,Mean,99.932,DE028C1,127918,6.2,93.8,1,7930.916
DE,Schweinfurt,DEBY068,Traffic,urban,NO2,Nitrogen dioxide (air),2012,28.015,µg/m3,0,600,hour,Mean,99.886,DE077C1,54225,6.2,93.8,1,3361.95
DE,München,DEBY089,Background,suburban,NO2,Nitrogen dioxide (air),2012,21.776,µg/m3,0,500,hour,Mean,99.863,DE003C1,1258228,6.2,93.8,2,590108.932
DE,Augsburg,DEBY110,Traffic,urban,NO2,Nitrogen dioxide (air),2012,45.943,µg/m3,1,500,hour,Mean,99.681,DE033C1,259592,6.2,93.8,2,8047.352
DE,Bayreuth,DEBY111,Traffic,urban,NO2,Nitrogen dioxide (air),2012,32.044,µg/m3,0,500,hour,Mean,99.92,DE059C1,72124,6.2,93.8,1,4471.688
DE,Erlangen,DEBY113,Background,suburban,NO2,Nitrogen dioxide (air),2012,22.154,µg/m3,0,500,hour,Mean,99.92,DE545C1,103053,6.2,93.8,1,96663.714
DE,München,DEBY115,Traffic,urban,NO2,Nitrogen dioxide (air),2012,80.709,µg/m3,1,500,hour,Mean,99.841,DE003C1,1258228,6.2,93.8,3,26003.3786667
DE,Passau,DEBY118,Background,urban,NO2,Nitrogen dioxide (air),2012,30.6,µg/m3,0,500,hour,Mean,99.693,DE081C1,50012,6.2,93.8,1,46911.256
DE,Würzburg,DEBY119,Traffic,urban,NO2,Nitrogen dioxide (air),2012,42.404,µg/m3,1,500,hour,Mean,99.863,DE524C1,133166,6.2,93.8,1,8256.292
DE,Nürnberg,DEBY120,Traffic,urban,NO2,Nitrogen dioxide (air),2012,46.49,µg/m3,1,500,hour,Mean,99.841,DE014C1,499089,6.2,93.8,2,15471.759
DE,Bremen,DEHB001,Background,urban,NO2,Nitrogen dioxide (air),2012,24.606,µg/m3,0,100,hour,Mean,99.829,DE012C1,542198,6.2,93.8,4,127145.431
DE,Bremen,DEHB002,Background,urban,NO2,Nitrogen dioxide (air),2012,24.468,µg/m3,0,100,hour,Mean,95.776,DE012C1,542198,6.2,93.8,4,127145.431
DE,Bremen,DEHB004,Background,urban,NO2,Nitrogen dioxide (air),2012,21.609,µg/m3,0,100,hour,Mean,97.279,DE012C1,542198,6.2,93.8,4,127145.431
DE,Bremerhaven,DEHB005,Background,urban,NO2,Nitrogen dioxide (air),2012,23.423,µg/m3,0,100,hour,Mean,98.873,DE527C1,116172,6.2,93.8,1,108969.336
DE,Bremen,DEHB006,Traffic,urban,NO2,Nitrogen dioxide (air),2012,44.434,µg/m3,1,500,hour,Mean,98.975,DE012C1,542198,6.2,93.8,1,33616.276
DE,Bremerhaven,DEHB011,Traffic,urban,NO2,Nitrogen dioxide (air),2012,43.432,µg/m3,1,100,hour,Mean,99.704,DE527C1,116172,6.2,93.8,1,7202.664
DE,Bremen,DEHB012,Background,urban,NO2,Nitrogen dioxide (air),2012,22.944,µg/m3,0,100,hour,Mean,98.873,DE012C1,542198,6.2,93.8,4,127145.431
DE,Darmstadt,DEHE001,Background,urban,NO2,Nitrogen dioxide (air),2012,26.605,µg/m3,0,100,hour,Mean,99.841,DE025C1,140563,6.2,93.8,1,131848.094
DE,Frankfurt am Main,DEHE005,Traffic,urban,NO2,Nitrogen dioxide (air),2012,44.444,µg/m3,1,100,hour,Mean,99.886,DE005C1,656601,6.2,93.8,2,20354.631
DE,Frankfurt am Main,DEHE008,Background,urban,NO2,Nitrogen dioxide (air),2012,33.976,µg/m3,0,110,hour,Mean,99.271,DE005C1,656601,6.2,93.8,2,307945.869
DE,Frankfurt am Main,DEHE009,Background,urban,NO2,Nitrogen dioxide (air),2012,31.448,µg/m3,0,100,hour,Mean,99.841,DE005C1,656601,6.2,93.8,2,307945.869
DE,Hanau,DEHE011,Traffic,urban,NO2,Nitrogen dioxide (air),2012,33.946,µg/m3,0,100,hour,Mean,99.806,DE047C1,88036,6.2,93.8,1,5458.232
DE,Kassel,DEHE013,Background,urban,NO2,Nitrogen dioxide (air),2012,24.776,µg/m3,0,100,hour,Mean,99.214,DE513C1,192306,6.2,93.8,1,180383.028
DE,Wetzlar,DEHE020,Traffic,urban,NO2,Nitrogen dioxide (air),2012,31.44,µg/m3,0,100,hour,Mean,99.818,DE079C1,50895,6.2,93.8,1,3155.49
DE,Wiesbaden,DEHE022,Background,urban,NO2,Nitrogen dioxide (air),2012,32.981,µg/m3,0,100,hour,Mean,99.863,DE020C1,273675,6.2,93.8,1,256707.15
DE,Marburg,DEHE030,Background,urban,NO2,Nitrogen dioxide (air),2012,23.252,µg/m3,0,100,hour,Mean,99.602,DE053C1,79164,6.2,93.8,1,74255.832
DE,Wiesbaden,DEHE037,Traffic,urban,NO2,Nitrogen dioxide (air),2012,57.396,µg/m3,1,500,hour,Mean,99.852,DE020C1,273675,6.2,93.8,2,8483.925
DE,Darmstadt,DEHE040,Traffic,urban,NO2,Nitrogen dioxide (air),2012,62.328,µg/m3,1,500,hour,Mean,99.829,DE025C1,140563,6.2,93.8,1,8714.906
DE,Frankfurt am Main,DEHE041,Traffic,urban,NO2,Nitrogen dioxide (air),2012,52.704,µg/m3,1,500,hour,Mean,99.693,DE005C1,656601,6.2,93.8,2,20354.631
DE,Kassel,DEHE049,Traffic,urban,NO2,Nitrogen dioxide (air),2012,50.823,µg/m3,1,600,hour,Mean,99.806,DE513C1,192306,6.2,93.8,1,11922.972
DE,Fulda,DEHE058,Background,urban,NO2,Nitrogen dioxide (air),2012,26.752,µg/m3,0,500,hour,Mean,99.863,DE065C1,67765,6.2,93.8,1,63563.57
DE,Fulda,DEHE059,Traffic,urban,NO2,Nitrogen dioxide (air),2012,44.128,µg/m3,1,500,hour,Mean,98.93,DE065C1,67765,6.2,93.8,1,4201.43
DE,Gießen,DEHE061,Traffic,urban,NO2,Nitrogen dioxide (air),2012,43.972,µg/m3,1,500,hour,Mean,99.579,DE057C1,73256,6.2,93.8,1,4541.872
DE,Marburg,DEHE062,Traffic,urban,NO2,Nitrogen dioxide (air),2012,45.343,µg/m3,1,500,hour,Mean,99.499,DE053C1,79164,6.2,93.8,1,4908.168
DE,Wiesbaden,DEHE112,Traffic,urban,NO2,Nitrogen dioxide (air),2012,59.839,µg/m3,1,100,hour,Mean,99.772,DE020C1,273675,6.2,93.8,2,8483.925
DE,Hamburg,DEHH008,Background,urban,NO2,Nitrogen dioxide (air),2012,30.085,µg/m3,0,100,hour,Mean,90.175,DE002C1,1732287,6.2,93.8,9,180542.800667
DE,Hamburg,DEHH021,Background,suburban,NO2,Nitrogen dioxide (air),2012,16.676,µg/m3,0,100,hour,Mean,88.969,DE002C1,1732287,6.2,93.8,9,180542.800667
DE,Hamburg,DEHH026,Traffic,urban,NO2,Nitrogen dioxide (air),2012,57.029,µg/m3,1,500,hour,Mean,91.029,DE002C1,1732287,6.2,93.8,4,26850.4485
DE,Hamburg,DEHH033,Background,urban,NO2,Nitrogen dioxide (air),2012,23.413,µg/m3,0,600,hour,Mean,88.286,DE002C1,1732287,6.2,93.8,9,180542.800667
DE,Hamburg,DEHH047,Background,suburban,NO2,Nitrogen dioxide (air),2012,17.856,µg/m3,0,600,hour,Mean,90.562,DE002C1,1732287,6.2,93.8,9,180542.800667
DE,Hamburg,DEHH049,Background,suburban,NO2,Nitrogen dioxide (air),2012,17.22,µg/m3,0,600,hour,Mean,90.608,DE002C1,1732287,6.2,93.8,9,180542.800667
DE,Hamburg,DEHH050,Background,suburban,NO2,Nitrogen dioxide (air),2012,14.975,µg/m3,0,600,hour,Mean,90.187,DE002C1,1732287,6.2,93.8,9,180542.800667
DE,Hamburg,DEHH059,Background,urban,NO2,Nitrogen dioxide (air),2012,28.546,µg/m3,0,600,hour,Mean,90.847,DE002C1,1732287,6.2,93.8,9,180542.800667
DE,Hamburg,DEHH064,Traffic,urban,NO2,Nitrogen dioxide (air),2012,49.623,µg/m3,1,600,hour,Mean,90.54,DE002C1,1732287,6.2,93.8,4,26850.4485
DE,Hamburg,DEHH068,Traffic,urban,NO2,Nitrogen dioxide (air),2012,63.834,µg/m3,1,150,hour,Mean,89.879,DE002C1,1732287,6.2,93.8,4,26850.4485
DE,Hamburg,DEHH070,Traffic,urban,NO2,Nitrogen dioxide (air),2012,65.181,µg/m3,1,150,hour,Mean,90.562,DE002C1,1732287,6.2,93.8,4,26850.4485
DE,Hamburg,DEHH074,Background,urban,NO2,Nitrogen dioxide (air),2012,34.098,µg/m3,0,500,hour,Mean,90.676,DE002C1,1732287,6.2,93.8,9,180542.800667
DE,Hamburg,DEHH079,Background,urban,NO2,Nitrogen dioxide (air),2012,33.136,µg/m3,0,100,hour,Mean,88.923,DE002C1,1732287,6.2,93.8,9,180542.800667
DE,Neubrandenburg,DEMV003,Traffic,urban,NO2,Nitrogen dioxide (air),2012,23.542,µg/m3,0,500,hour,Mean,99.044,DE064C1,68118,6.2,93.8,1,4223.316
DE,Rostock,DEMV020,Traffic,urban,NO2,Nitrogen dioxide (air),2012,44.005,µg/m3,1,500,hour,Mean,95.788,DE043C1,199381,6.2,93.8,2,6180.811
DE,Rostock,DEMV021,Background,urban,NO2,Nitrogen dioxide (air),2012,14.867,µg/m3,0,500,hour,Mean,96.596,DE043C1,199381,6.2,93.8,1,187019.378
DE,Rostock,DEMV022,Traffic,urban,NO2,Nitrogen dioxide (air),2012,32.218,µg/m3,0,100,hour,Mean,99.169,DE043C1,199381,6.2,93.8,2,6180.811
DE,Schwerin,DEMV023,Traffic,urban,NO2,Nitrogen dioxide (air),2012,21.615,µg/m3,0,100,hour,Mean,98.201,DE031C1,96720,6.2,93.8,1,5996.64
DE,Stralsund,DEMV025,Traffic,urban,NO2,Nitrogen dioxide (air),2012,21.254,µg/m3,0,100,hour,Mean,94.536,DE071C1,58559,6.2,93.8,1,3630.658
DE,Braunschweig,DENI011,Background,suburban,NO2,Nitrogen dioxide (air),2012,14.365,µg/m3,0,100,hour,Mean,95.526,DE506C1,244846,6.2,93.8,1,229665.548
DE,Wolfsburg,DENI020,Background,suburban,NO2,Nitrogen dioxide (air),2012,18.685,µg/m3,0,100,hour,Mean,96.027,DE526C1,120600,6.2,93.8,1,113122.8
DE,Osnabrück,DENI038,Background,urban,NO2,Nitrogen dioxide (air),2012,19.708,µg/m3,0,100,hour,Mean,95.765,DE517C1,167163,6.2,93.8,1,156798.894
DE,Göttingen,DENI042,Background,suburban,NO2,Nitrogen dioxide (air),2012,15.87,µg/m3,0,100,hour,Mean,93.727,DE021C1,121911,6.2,93.8,1,114352.518
DE,Hannover,DENI048,Traffic,urban,NO2,Nitrogen dioxide (air),2012,43.78,µg/m3,1,600,hour,Mean,93.659,DE013C1,520519,6.2,93.8,1,32272.178
DE,Hannover,DENI054,Background,urban,NO2,Nitrogen dioxide (air),2012,19.416,µg/m3,0,100,hour,Mean,95.788,DE013C1,520519,6.2,93.8,1,488246.822
DE,Lüneburg,DENI062,Background,suburban,NO2,Nitrogen dioxide (air),2012,16.732,µg/m3,0,600,hour,Mean,95.685,DE058C1,73257,6.2,93.8,1,68715.066
DE,Osnabrück,DENI067,Traffic,urban,NO2,Nitrogen dioxide (air),2012,48.493,µg/m3,1,500,hour,Mean,94.592,DE517C1,167163,6.2,93.8,1,10364.106
DE,Göttingen,DENI068,Traffic,urban,NO2,Nitrogen dioxide (air),2012,39.572,µg/m3,0,500,hour,Mean,94.331,DE021C1,121911,6.2,93.8,1,7558.482
DE,Braunschweig,DENI075,Traffic,urban,NO2,Nitrogen dioxide (air),2012,43.952,µg/m3,1,100,hour,Mean,94.866,DE506C1,244846,6.2,93.8,1,15180.452
DE,Oldenburg (Oldenburg),DENI076,Traffic,urban,NO2,Nitrogen dioxide (air),2012,36.473,µg/m3,0,100,hour,Mean,95.765,DE520C1,155196,6.2,93.8,1,9622.152
DE,Dortmund,DENW008,Background,urban,NO2,Nitrogen dioxide (air),2012,28.304,µg/m3,0,100,hour,Mean,94.752,DE010C1,586450,6.2,93.8,1,550090.1
DE,Gelsenkirchen,DENW022,Background,suburban,NO2,Nitrogen dioxide (air),2012,27.933,µg/m3,0,100,hour,Mean,96.539,DE503C1,263343,6.2,93.8,1,247015.734
DE,Essen,DENW024,Background,urban,NO2,Nitrogen dioxide (air),2012,29.671,µg/m3,0,100,hour,Mean,96.243,DE006C1,596415,6.2,93.8,2,279718.635
DE,Mülheim a.d.Ruhr,DENW038,Background,urban,NO2,Nitrogen dioxide (air),2012,29.639,µg/m3,0,100,hour,Mean,94.023,DE022C1,166867,6.2,93.8,1,156521.246
DE,Essen,DENW043,Traffic,urban,NO2,Nitrogen dioxide (air),2012,41.08,µg/m3,1,100,hour,Mean,95.253,DE006C1,596415,6.2,93.8,2,18488.865
DE,Köln,DENW053,Background,urban,NO2,Nitrogen dioxide (air),2012,28.438,µg/m3,0,100,hour,Mean,96.141,DE004C1,983915,6.2,93.8,2,461456.135
DE,Köln,DENW059,Background,suburban,NO2,Nitrogen dioxide (air),2012,32.405,µg/m3,0,100,hour,Mean,95.936,DE004C1,983915,6.2,93.8,2,461456.135
DE,Bonn,DENW062,Background,suburban,NO2,Nitrogen dioxide (air),2012,24.757,µg/m3,0,100,hour,Mean,94.752,DE034C1,309229,6.2,93.8,1,290056.802
DE,Bielefeld,DENW067,Background,urban,NO2,Nitrogen dioxide (air),2012,23.731,µg/m3,0,100,hour,Mean,95.981,DE017C1,325280,6.2,93.8,1,305112.64
DE,Düsseldorf,DENW071,Background,urban,NO2,Nitrogen dioxide (air),2012,27.286,µg/m3,0,100,hour,Mean,95.184,DE011C1,569579,6.2,93.8,1,534265.102
DE,Leverkusen,DENW079,Background,suburban,NO2,Nitrogen dioxide (air),2012,29.161,µg/m3,0,600,hour,Mean,95.332,DE519C1,160497,6.2,93.8,1,150546.186
DE,Solingen,DENW080,Background,suburban,NO2,Nitrogen dioxide (air),2012,25.05,µg/m3,0,600,hour,Mean,94.684,DE516C1,164272,6.2,93.8,1,154087.136
DE,Düsseldorf,DENW082,Traffic,urban,NO2,Nitrogen dioxide (air),2012,63.722,µg/m3,1,600,hour,Mean,95.002,DE011C1,569579,6.2,93.8,1,35313.898
DE,Aachen,DENW094,Background,urban,NO2,Nitrogen dioxide (air),2012,15.184,µg/m3,0,600,hour,Mean,94.843,DE507C1,259160,6.2,93.8,1,243092.08
DE,Münster,DENW095,Background,urban,NO2,Nitrogen dioxide (air),2012,22.632,µg/m3,0,600,hour,Mean,95.651,DE504C1,270225,6.2,93.8,1,253471.05
DE,Mönchengladbach,DENW100,Traffic,urban,NO2,Nitrogen dioxide (air),2012,25.675,µg/m3,0,150,hour,Mean,94.023,DE036C1,258726,6.2,93.8,2,8020.506
DE,Dortmund,DENW101,Traffic,urban,NO2,Nitrogen dioxide (air),2012,41.382,µg/m3,1,150,hour,Mean,95.742,DE010C1,586450,6.2,93.8,2,18179.95
DE,Duisburg,DENW112,Traffic,urban,NO2,Nitrogen dioxide (air),2012,37.453,µg/m3,0,500,hour,Mean,96.926,DE501C1,491344,6.2,93.8,1,30463.328
DE,Hagen,DENW133,Traffic,urban,NO2,Nitrogen dioxide (air),2012,56.72,µg/m3,1,500,hour,Mean,95.776,DE511C1,195195,6.2,93.8,1,12102.09
DE,Essen,DENW134,Traffic,urban,NO2,Nitrogen dioxide (air),2012,47.41,µg/m3,1,500,hour,Mean,96.391,DE006C1,596415,6.2,93.8,2,18488.865
DE,Dortmund,DENW136,Traffic,urban,NO2,Nitrogen dioxide (air),2012,54.394,µg/m3,1,500,hour,Mean,95.89,DE010C1,586450,6.2,93.8,2,18179.95
DE,Bielefeld,DENW186,Traffic,urban,NO2,Nitrogen dioxide (air),2012,37.451,µg/m3,0,520,hour,Mean,96.642,DE017C1,325280,6.2,93.8,1,20167.36
DE,Oberhausen,DENW188,Traffic,urban,NO2,Nitrogen dioxide (air),2012,57.599,µg/m3,1,100,hour,Mean,95.845,DE509C1,221454,6.2,93.8,1,13730.148
DE,Wuppertal,DENW189,Traffic,urban,NO2,Nitrogen dioxide (air),2012,53.576,µg/m3,1,100,hour,Mean,96.061,DE546C1,355498,6.2,93.8,1,22040.876
DE,Bottrop,DENW201,Traffic,urban,NO2,Nitrogen dioxide (air),2012,38.921,µg/m3,0,100,hour,Mean,96.437,DE528C1,118689,6.2,93.8,1,7358.718
DE,Herne,DENW203,Traffic,urban,NO2,Nitrogen dioxide (air),2012,48.731,µg/m3,1,100,hour,Mean,95.628,DE515C1,172366,6.2,93.8,1,10686.692
DE,Bochum,DENW204,Traffic,urban,NO2,Nitrogen dioxide (air),2012,49.305,µg/m3,1,100,hour,Mean,95.97,DE015C1,384933,6.2,93.8,1,23865.846
DE,Aachen,DENW207,Traffic,urban,NO2,Nitrogen dioxide (air),2012,52.341,µg/m3,1,100,hour,Mean,95.856,DE507C1,259160,6.2,93.8,1,16067.92
DE,Gelsenkirchen,DENW208,Traffic,urban,NO2,Nitrogen dioxide (air),2012,49.396,µg/m3,1,100,hour,Mean,95.867,DE503C1,263343,6.2,93.8,1,16327.266
DE,Köln,DENW211,Traffic,urban,NO2,Nitrogen dioxide (air),2012,63.002,µg/m3,1,100,hour,Mean,96.163,DE004C1,983915,6.2,93.8,2,30501.365
DE,Köln,DENW212,Traffic,urban,NO2,Nitrogen dioxide (air),2012,48.907,µg/m3,1,100,hour,Mean,92.964,DE004C1,983915,6.2,93.8,2,30501.365
DE,Essen,DENW247,Background,suburban,NO2,Nitrogen dioxide (air),2012,35.468,µg/m3,0,100,hour,Mean,92.668,DE006C1,596415,6.2,93.8,2,279718.635
DE,Mönchengladbach,DENW259,Traffic,urban,NO2,Nitrogen dioxide (air),2012,39.649,µg/m3,0,100,hour,Mean,96.004,DE036C1,258726,6.2,93.8,2,8020.506
DE,Münster,DENW260,Traffic,urban,NO2,Nitrogen dioxide (air),2012,43.076,µg/m3,1,100,hour,Mean,96.539,DE504C1,270225,6.2,93.8,1,16753.95
DE,Ludwigshafen am Rhein,DERP001,Background,urban,NO2,Nitrogen dioxide (air),2012,25.306,µg/m3,0,100,hour,Mean,93.249,DE518C1,161689,6.2,93.8,1,151664.282
DE,Ludwigshafen am Rhein,DERP002,Traffic,urban,NO2,Nitrogen dioxide (air),2012,36.11,µg/m3,0,100,hour,Mean,94.422,DE518C1,161689,6.2,93.8,3,3341.57266667
DE,Ludwigshafen am Rhein,DERP003,Traffic,urban,NO2,Nitrogen dioxide (air),2012,32.442,µg/m3,0,600,hour,Mean,94.581,DE518C1,161689,6.2,93.8,3,3341.57266667
DE,Mainz,DERP007,Background,urban,NO2,Nitrogen dioxide (air),2012,27.226,µg/m3,0,500,hour,Mean,94.035,DE037C1,194282,6.2,93.8,2,91118.258
DE,Mainz,DERP008,Traffic,urban,NO2,Nitrogen dioxide (air),2012,33.003,µg/m3,0,600,hour,Mean,95.275,DE037C1,194282,6.2,93.8,4,3011.371
DE,Mainz,DERP009,Background,urban,NO2,Nitrogen dioxide (air),2012,36.721,µg/m3,0,100,hour,Mean,95.196,DE037C1,194282,6.2,93.8,2,91118.258
DE,Mainz,DERP010,Traffic,urban,NO2,Nitrogen dioxide (air),2012,55.79,µg/m3,1,100,hour,Mean,95.264,DE037C1,194282,6.2,93.8,4,3011.371
DE,Mainz,DERP011,Traffic,urban,NO2,Nitrogen dioxide (air),2012,42.035,µg/m3,1,600,hour,Mean,95.435,DE037C1,194282,6.2,93.8,4,3011.371
DE,Mainz,DERP012,Traffic,urban,NO2,Nitrogen dioxide (air),2012,43.944,µg/m3,1,100,hour,Mean,95.446,DE037C1,194282,6.2,93.8,4,3011.371
DE,Speyer,DERP018,Traffic,urban,NO2,Nitrogen dioxide (air),2012,30.449,µg/m3,0,100,hour,Mean,76.901,DE080C1,49973,6.2,93.8,1,3098.326
DE,Kaiserslautern,DERP019,Background,urban,NO2,Nitrogen dioxide (air),2012,23.851,µg/m3,0,100,hour,Mean,94.991,DE044C1,97883,6.2,93.8,1,91814.254
